type,x,y,cluster
point,824,7,33
point,949,762,35
point,122,955,37
point,321,906,41
point,731,958,10
point,37,71,47
point,506,24,38
point,889,769,35
point,715,773,29
point,645,739,36
point,453,419,30
point,316,512,25
point,241,528,11
point,428,34,49
point,934,870,35
point,983,897,12
point,788,59,6
point,918,220,22
point,118,442,45
point,198,200,13
point,574,334,42
point,853,331,9
point,603,33,38
point,67,248,1
point,569,345,42
point,62,187,1
point,781,480,2
point,620,996,10
point,41,277,1
point,414,250,34
point,117,912,37
point,474,776,27
point,935,668,40
point,185,48,21
point,918,531,26
point,409,54,49
point,424,958,41
point,371,672,16
point,418,959,41
point,307,282,28
point,715,686,29
point,562,761,36
point,327,165,18
point,653,52,6
point,351,191,18
point,16,353,24
point,314,533,25
point,125,338,5
point,244,87,21
point,182,543,46
point,465,913,15
point,114,62,47
point,335,904,41
point,654,511,4
point,833,806,23
point,552,570,8
point,463,374,30
point,519,367,30
point,629,865,36
point,299,879,3
point,914,587,40
point,340,664,16
point,986,449,26
point,707,693,29
point,442,743,27
point,940,81,33
point,502,878,15
point,496,929,15
point,338,938,41
point,4,767,32
point,768,79,6
point,720,599,29
point,982,199,22
point,629,8,38
point,168,973,7
point,606,435,44
point,187,957,7
point,50,766,32
point,209,76,21
point,485,112,38
point,233,119,21
point,99,30,47
point,92,569,48
point,548,795,27
point,260,304,28
point,160,343,5
point,5,379,24
point,178,466,11
point,970,918,12
point,791,85,6
point,615,965,15
point,760,513,2
point,127,584,48
point,121,162,13
point,822,24,33
point,55,839,32
point,772,851,23
point,678,224,17
point,692,808,36
point,870,36,33
point,397,175,18
point,84,412,24
point,443,861,41
point,102,145,13
point,579,514,44
point,732,825,23
point,825,995,12
point,636,935,10
point,89,568,48
point,611,972,15
point,510,407,30
point,441,725,27
point,227,932,7
point,899,490,26
point,624,598,8
point,812,400,39
point,814,541,2
point,638,799,36
point,589,536,44
point,9,223,1
point,674,160,17
point,138,747,20
point,981,215,22
point,562,172,17
point,662,433,4
point,884,798,35
point,787,592,2
point,837,527,2
point,716,459,4
point,796,262,0
point,903,707,40
point,63,458,45
point,639,162,17
point,724,486,4
point,870,188,22
point,824,929,23
point,279,142,18
point,875,60,33
point,573,255,42
point,71,240,1
point,152,528,45
point,567,4,38
point,453,391,30
point,278,669,16
point,484,702,27
point,458,764,27
point,922,93,33
point,23,134,47
point,195,409,11
point,647,976,10
point,18,626,48
point,481,833,27
point,532,625,8
point,615,133,17
point,487,107,38
point,664,650,29
point,678,512,4
point,849,276,0
point,515,811,27
point,955,981,12
point,377,173,18
point,533,678,8
point,813,148,0
point,373,497,25
point,711,59,6
point,861,61,33
point,448,259,34
point,571,347,42
point,653,363,42
point,783,81,6
point,663,321,42
point,430,997,41
point,1,884,37
point,555,842,15
point,560,592,8
point,609,146,17
point,843,225,0
point,574,68,38
point,812,578,2
point,906,402,9
point,47,657,43
point,985,786,35
point,770,270,0
point,716,385,39
point,435,788,27
point,112,664,43
point,37,214,1
point,50,987,37
point,276,15,21
point,177,552,46
point,924,267,9
point,118,481,45
point,8,854,32
point,762,303,0
point,412,251,34
point,201,821,20
point,20,489,45
point,744,227,0
point,535,131,38
point,110,752,43
point,236,694,20
point,833,198,0
point,519,777,27
point,974,808,35
point,309,735,3
point,176,474,11
point,711,230,0
point,124,880,32
point,461,21,49
point,54,938,37
point,696,531,4
point,183,666,46
point,598,459,44
point,99,468,45
point,377,832,3
point,984,232,22
point,37,772,32
point,726,497,4
point,176,231,13
point,15,534,48
point,614,176,17
point,143,713,43
point,658,890,10
point,412,72,49
point,603,303,42
point,796,343,39
point,958,109,33
point,581,691,8
point,997,601,40
point,509,128,38
point,63,917,37
point,234,686,20
point,685,79,6
point,517,939,15
point,845,609,2
point,621,75,38
point,570,622,8
point,517,961,15
point,39,127,47
point,261,251,28
point,433,159,34
point,223,185,13
point,565,523,44
point,823,732,19
point,429,569,31
point,12,607,48
point,966,438,26
point,566,48,38
point,115,597,48
point,42,701,43
point,657,745,36
point,947,655,40
point,378,724,16
point,542,364,30
point,649,948,10
point,158,749,20
point,860,615,40
point,495,630,31
point,284,984,7
point,381,394,14
point,318,575,25
point,868,478,26
point,32,632,48
point,243,492,11
point,741,319,39
point,162,503,45
point,399,265,14
point,844,368,39
point,931,725,35
point,328,287,14
point,181,589,46
point,778,562,2
point,136,676,43
point,218,941,7
point,191,42,21
point,873,148,22
point,127,760,43
point,892,963,12
point,274,242,28
point,57,144,47
point,779,201,0
point,586,422,44
point,748,153,6
point,335,84,49
point,243,832,20
point,648,493,4
point,451,309,30
point,813,593,2
point,21,483,45
point,454,348,30
point,435,312,30
point,478,326,30
point,439,263,34
point,612,997,15
point,334,417,14
point,998,414,26
point,415,763,27
point,276,2,21
point,818,225,0
point,276,857,3
point,635,36,38
point,677,454,4
point,852,127,33
point,853,218,0
point,209,438,11
point,462,779,27
point,975,312,9
point,134,174,13
point,309,460,25
point,92,152,13
point,519,420,30
point,448,227,34
point,905,677,40
point,929,638,40
point,211,413,11
point,914,104,33
point,285,511,11
point,1,962,37
point,645,904,10
point,512,618,31
point,442,558,31
point,835,584,2
point,162,961,7
point,137,140,13
point,465,670,31
point,27,371,24
point,190,447,11
point,247,207,28
point,807,334,39
point,491,274,34
point,428,434,30
point,100,122,47
point,84,605,48
point,130,647,43
point,924,942,12
point,226,653,46
point,977,504,26
point,513,25,38
point,800,514,2
point,824,221,0
point,889,859,35
point,381,390,14
point,990,902,12
point,806,378,39
point,545,62,38
point,806,513,2
point,816,537,2
point,198,486,11
point,359,909,41
point,581,771,36
point,957,524,26
point,915,322,9
point,697,893,10
point,761,854,23
point,717,754,29
point,917,666,40
point,615,672,8
point,951,612,40
point,581,902,15
point,584,871,15
point,918,371,9
point,613,965,15
point,602,225,17
point,546,704,8
point,5,90,47
point,973,221,22
point,487,366,30
point,958,285,9
point,227,617,46
point,637,561,4
point,609,476,44
point,443,899,41
point,941,743,35
point,861,271,0
point,0,197,1
point,803,675,19
point,135,260,5
point,222,99,21
point,656,294,42
point,872,817,35
point,108,540,45
point,859,780,19
point,747,279,0
point,455,506,44
point,598,745,36
point,490,424,30
point,550,354,42
point,759,249,0
point,177,637,46
point,464,253,34
point,964,884,35
point,761,680,29
point,10,869,32
point,364,73,49
point,201,65,21
point,899,682,40
point,815,932,23
point,620,431,4
point,935,964,12
point,812,953,12
point,764,483,2
point,202,873,7
point,37,982,37
point,134,287,5
point,973,267,22
point,316,427,11
point,812,890,23
point,267,207,18
point,241,282,28
point,674,90,6
point,370,912,41
point,239,242,28
point,74,738,43
point,518,776,27
point,49,138,47
point,443,102,49
point,77,55,47
point,758,951,10
point,599,419,42
point,877,789,35
point,12,104,47
point,238,353,28
point,585,651,8
point,753,473,4
point,538,94,38
point,463,395,30
point,90,140,47
point,741,425,39
point,341,907,41
point,981,181,22
point,384,572,25
point,186,152,13
point,723,846,23
point,237,547,46
point,773,678,19
point,530,561,44
point,104,941,37
point,911,599,40
point,956,977,12
point,529,561,44
point,239,901,7
point,916,706,40
point,914,709,40
point,412,951,41
point,953,63,33
point,214,331,28
point,174,83,21
point,393,299,14
point,682,742,29
point,568,417,44
point,292,498,11
point,643,906,10
point,895,968,12
point,273,286,28
point,623,164,17
point,528,914,15
point,888,886,12
point,27,58,47
point,13,993,37
point,382,930,41
point,503,780,27
point,298,780,3
point,523,157,34
point,444,324,30
point,639,0,38
point,670,407,4
point,253,907,7
point,281,845,3
point,847,637,40
point,724,888,10
point,193,333,5
point,442,969,41
point,527,912,15
point,599,38,38
point,336,315,14
point,969,811,35
point,254,806,20
point,631,448,4
point,956,963,12
point,802,596,2
point,533,313,30
point,29,250,1
point,307,31,21
point,101,925,37
point,55,334,24
point,160,302,5
point,379,916,41
point,143,750,20
point,239,601,46
point,142,428,45
point,803,339,39
point,306,952,41
point,144,282,5
point,724,902,10
point,971,787,35
point,488,764,27
point,503,858,15
point,950,759,35
point,803,195,0
point,411,521,25
point,197,465,11
point,180,887,7
point,532,980,15
point,326,769,3
point,530,42,38
point,359,946,41
point,8,861,32
point,145,88,47
point,334,950,41
point,256,594,46
point,350,814,3
point,380,830,3
point,303,259,28
point,357,756,3
point,485,521,44
point,357,130,18
point,869,609,40
point,994,757,35
point,900,160,22
point,567,706,8
point,742,496,4
point,721,180,17
point,982,692,40
point,987,867,35
point,755,539,2
point,207,704,20
point,12,976,37
point,280,635,16
point,619,563,8
point,254,718,20
point,985,261,22
point,887,588,40
point,739,95,6
point,150,716,20
point,397,293,14
point,93,580,48
point,699,896,10
point,732,829,23
point,133,613,46
point,396,942,41
point,798,929,23
point,789,750,19
point,503,974,15
point,632,776,36
point,494,243,34
point,722,843,23
point,936,290,9
point,507,84,38
point,906,976,12
point,790,688,19
point,691,103,6
point,570,867,15
point,183,410,11
point,51,950,37
point,729,350,39
point,527,683,8
point,432,792,27
point,560,674,8
point,292,224,18
point,944,392,9
point,259,943,7
point,323,478,25
point,106,744,43
point,708,675,29
point,800,39,6
point,165,750,20
point,716,136,6
point,188,269,28
point,676,297,42
point,108,788,32
point,759,275,0
point,645,134,17
point,502,66,38
point,362,840,3
point,791,714,19
point,251,498,11
point,685,497,4
point,27,587,48
point,449,878,41
point,438,926,41
point,874,656,40
point,896,124,33
point,305,22,21
point,354,564,25
point,216,329,28
point,584,607,8
point,22,219,1
point,71,79,47
point,867,329,9
point,881,661,40
point,874,336,9
point,862,76,33
point,276,623,46
point,845,745,19
point,81,188,1
point,104,137,13
point,179,975,7
point,506,100,38
point,673,241,17
point,703,533,4
point,170,354,5
point,903,384,9
point,229,144,13
point,336,928,41
point,745,6,6
point,493,636,31
point,593,933,15
point,749,856,23
point,813,312,0
point,339,917,41
point,230,5,21
point,320,987,41
point,181,55,21
point,58,8,47
point,172,147,13
point,954,728,35
point,547,109,38
point,845,345,39
point,122,431,45
point,754,143,6
point,860,348,9
point,656,931,10
point,406,52,49
point,405,743,27
point,227,346,28
point,211,352,5
point,713,303,0
point,771,938,10
point,23,832,32
point,437,90,49
point,747,968,10
point,459,30,49
point,825,4,33
point,798,276,0
point,238,946,7
point,381,424,25
point,11,295,1
point,596,831,36
point,999,917,12
point,237,418,11
point,19,728,43
point,505,522,44
point,488,242,34
point,885,322,9
point,457,278,34
point,688,664,29
point,764,570,2
point,235,873,7
point,26,910,37
point,240,784,20
point,839,808,23
point,24,386,24
point,829,512,2
point,956,980,12
point,98,224,1
point,508,352,30
point,949,263,22
point,371,963,41
point,160,55,21
point,136,497,45
point,812,470,2
point,584,709,8
point,741,48,6
point,206,705,20
point,682,647,29
point,447,681,31
point,802,691,19
point,137,924,37
point,516,234,34
point,285,767,3
point,432,560,31
point,65,591,48
point,390,805,3
point,534,721,27
point,19,619,48
point,972,59,33
point,427,694,31
point,12,110,47
point,401,47,49
point,229,934,7
point,741,686,29
point,949,637,40
point,790,488,2
point,755,826,23
point,40,736,43
point,352,70,49
point,149,187,13
point,42,359,24
point,95,710,43
point,251,684,20
point,167,612,46
point,851,518,2
point,989,257,22
point,575,334,42
point,694,205,17
point,343,409,14
point,535,978,15
point,895,591,40
point,504,778,27
point,672,454,4
point,960,319,9
point,698,573,4
point,757,143,6
point,142,812,32
point,554,1,38
point,656,524,4
point,736,182,0
point,687,842,36
point,13,193,1
point,189,254,28
point,31,908,37
point,112,878,32
point,201,972,7
point,897,93,33
point,894,19,33
point,740,88,6
point,672,85,6
point,147,676,43
point,679,574,4
point,435,313,30
point,163,606,46
point,70,469,45
point,973,287,9
point,645,377,42
point,657,471,4
point,261,204,18
point,7,238,1
point,161,730,20
point,794,94,6
point,835,448,39
point,896,526,26
point,595,364,42
point,982,490,26
point,553,986,15
point,830,206,0
point,7,616,48
point,15,569,48
point,636,916,10
point,817,721,19
point,776,250,0
point,441,849,27
point,798,360,39
point,267,53,21
point,586,774,36
point,40,709,43
point,195,599,46
point,350,895,41
point,962,615,40
point,191,429,11
point,912,232,22
point,210,558,46
point,848,505,2
point,48,994,37
point,954,80,33
point,326,843,3
point,409,181,18
point,105,663,43
point,732,547,2
point,359,815,3
point,527,7,38
point,488,966,15
point,885,767,35
point,222,629,46
point,651,670,29
point,641,590,8
point,244,306,28
point,313,368,14
point,17,604,48
point,182,361,5
point,157,847,32
point,217,982,7
point,711,634,29
point,827,46,33
point,192,967,7
point,820,895,23
point,9,992,37
point,22,49,47
point,639,317,42
point,348,393,14
point,868,379,9
point,652,688,29
point,308,529,25
point,619,200,17
point,278,473,11
point,103,956,37
point,425,304,14
point,982,923,12
point,103,987,37
point,262,309,28
point,150,900,7
point,775,58,6
point,174,574,46
point,939,498,26
point,445,114,49
point,63,54,47
point,861,717,19
point,569,285,42
point,121,568,48
point,51,396,24
point,275,501,11
point,273,395,11
point,904,397,9
point,387,154,18
point,686,318,42
point,257,534,11
point,660,676,29
point,31,145,1
point,191,107,21
point,676,950,10
point,865,915,12
point,529,798,27
point,66,289,1
point,192,453,11
point,925,848,35
point,685,39,6
point,436,380,30
point,223,995,7
point,822,509,2
point,359,314,14
point,757,464,39
point,680,767,36
point,920,614,40
point,245,292,28
point,566,132,38
point,474,758,27
point,365,615,16
point,522,531,44
point,812,294,0
point,626,88,38
point,147,740,20
point,208,589,46
point,175,735,20
point,188,473,11
point,282,569,46
point,363,548,25
point,308,74,21
point,430,559,31
point,411,209,34
point,385,411,14
point,216,302,28
point,176,62,21
point,913,998,12
point,292,611,16
point,327,453,25
point,197,818,20
point,908,695,40
point,258,251,28
point,145,597,46
point,463,661,31
point,557,853,15
point,471,799,27
point,112,209,13
point,979,281,9
point,253,758,20
point,856,647,40
point,767,559,2
point,491,603,31
point,676,499,4
point,511,957,15
point,269,209,18
point,87,172,1
point,482,402,30
point,316,498,25
point,96,167,13
point,562,441,44
point,365,499,25
point,988,710,40
point,212,157,13
point,808,41,6
point,942,145,22
point,605,855,36
point,613,883,36
point,914,901,12
point,813,54,6
point,25,371,24
point,285,893,7
point,111,409,45
point,465,788,27
point,581,909,15
point,823,816,23
point,375,895,41
point,90,517,45
point,174,776,20
point,663,347,42
point,631,837,36
point,857,102,33
point,33,969,37
point,539,951,15
point,597,967,15
point,486,862,15
point,408,373,30
point,122,874,32
point,608,790,36
point,873,824,35
point,145,71,47
point,56,1,47
point,671,541,4
point,775,338,39
point,975,410,9
point,262,702,20
point,699,544,4
point,175,58,21
point,599,813,36
point,76,833,32
point,448,892,41
point,563,783,36
point,224,201,13
point,193,856,7
point,896,185,22
point,246,773,20
point,793,22,6
point,408,590,31
point,599,47,38
point,505,287,34
point,972,387,9
point,472,518,44
point,770,660,29
point,434,639,31
point,510,105,38
point,868,509,26
point,754,913,10
point,413,536,25
point,258,624,46
point,191,591,46
point,368,771,3
point,115,531,45
point,558,46,38
point,747,575,2
point,462,64,49
point,896,15,33
point,122,315,5
point,125,673,43
point,604,345,42
point,700,448,4
point,745,90,6
point,348,46,49
point,741,78,6
point,989,112,22
point,304,429,11
point,252,41,21
point,484,63,38
point,691,856,36
point,34,280,1
point,857,383,39
point,616,453,4
point,567,829,36
point,219,608,46
point,829,543,2
point,76,595,48
point,460,73,49
point,449,876,41
point,147,95,47
point,313,159,18
point,997,106,33
point,898,160,22
point,763,574,2
point,700,642,29
point,981,517,26
point,676,696,29
point,239,50,21
point,306,55,21
point,753,194,0
point,625,218,17
point,695,92,6
point,223,559,46
point,657,613,8
point,571,499,44
point,663,545,4
point,287,350,14
point,519,637,31
point,499,852,15
point,699,880,10
point,71,820,32
point,932,473,26
point,603,136,17
point,718,251,0
point,915,728,35
point,783,320,39
point,465,693,31
point,697,236,17
point,216,808,20
point,137,18,47
point,731,935,10
point,573,503,44
point,608,866,36
point,39,346,24
point,63,223,1
point,83,254,1
point,228,738,20
point,181,578,46
point,959,660,40
point,428,900,41
point,62,725,43
point,978,433,26
point,489,529,44
point,185,991,7
point,470,153,34
point,817,748,19
point,191,33,21
point,740,188,0
point,158,557,46
point,550,459,44
point,60,559,48
point,975,938,12
point,437,190,34
point,149,870,32
point,743,207,0
point,759,264,0
point,584,250,42
point,759,238,0
point,236,389,11
point,508,954,15
point,278,33,21
point,535,424,44
point,10,254,1
point,135,623,46
point,255,654,46
point,586,871,15
point,15,308,24
point,450,708,27
point,558,953,15
point,477,443,30
point,720,106,6
point,112,134,13
point,838,225,0
point,741,235,0
point,136,963,37
point,534,132,38
point,398,712,16
point,856,584,2
point,264,258,28
point,459,868,41
point,309,654,16
point,748,17,6
point,538,904,15
point,341,232,18
point,770,178,0
point,576,641,8
point,513,808,27
point,4,684,43
point,516,689,31
point,518,605,31
point,462,716,27
point,174,230,13
point,222,996,7
point,470,406,30
point,453,665,31
point,999,957,12
point,193,422,11
point,702,560,4
point,162,711,20
point,592,400,42
point,117,369,5
point,176,187,13
point,940,394,9
point,504,434,44
point,735,386,39
point,433,355,30
point,382,274,14
point,471,306,30
point,257,576,46
point,464,390,30
point,995,732,35
point,41,219,1
point,224,343,28
point,793,726,19
point,149,802,32
point,452,469,44
point,798,263,0
point,924,666,40
point,462,22,49
point,226,886,7
point,202,893,7
point,268,44,21
point,745,264,0
point,61,72,47
point,875,506,26
point,402,369,14
point,364,530,25
point,893,586,40
point,33,404,24
point,353,83,49
point,405,159,18
point,52,912,37
point,548,669,8
point,646,218,17
point,820,364,39
point,540,950,15
point,215,564,46
point,75,326,24
point,583,166,17
point,510,817,27
point,958,319,9
point,749,514,2
point,841,42,33
point,159,36,21
point,538,270,34
point,218,916,7
point,50,851,32
point,154,392,5
point,633,230,17
point,662,927,10
point,544,58,38
point,663,470,4
point,220,106,21
point,976,475,26
point,346,233,18
point,371,354,14
point,177,94,21
point,469,317,30
point,621,922,10
point,264,225,28
point,982,157,22
point,503,368,30
point,929,393,9
point,234,470,11
point,517,548,44
point,339,623,16
point,840,491,2
point,1,636,48
point,115,572,48
point,197,883,7
point,610,345,42
point,449,744,27
point,219,249,28
point,930,610,40
point,836,664,19
point,707,746,29
point,908,159,22
point,533,76,38
point,634,243,17
point,745,355,39
point,796,34,6
point,266,921,7
point,874,315,9
point,568,464,44
point,807,336,39
point,117,384,5
point,162,460,45
point,341,439,25
point,844,672,19
point,849,442,26
point,856,997,12
point,998,389,9
point,339,992,41
point,111,322,5
point,320,910,41
point,155,706,20
point,463,425,30
point,482,187,34
point,178,742,20
point,900,768,35
point,996,441,26
point,485,495,44
point,432,966,41
point,973,259,22
point,411,56,49
point,163,638,46
point,434,948,41
point,557,342,42
point,713,115,6
point,23,655,43
point,882,588,40
point,791,843,23
point,853,534,2
point,36,281,1
point,868,860,23
point,304,556,25
point,481,52,38
point,126,204,13
point,266,705,20
point,975,487,26
point,117,575,48
point,478,893,15
point,845,752,19
point,751,986,10
point,226,887,7
point,702,82,6
point,22,914,37
point,543,62,38
point,119,865,32
point,97,195,1
point,487,48,38
point,570,72,38
point,867,356,9
point,470,148,34
point,837,987,12
point,844,271,0
point,274,597,46
point,58,708,43
point,713,799,36
point,361,794,3
point,358,200,18
point,130,568,48
point,122,945,37
point,194,249,28
point,351,120,18
point,53,121,47
point,245,800,20
point,157,281,5
point,159,71,21
point,679,125,17
point,237,715,20
point,428,899,41
point,307,825,3
point,11,603,48
point,872,523,26
point,482,827,27
point,143,313,5
point,739,548,2
point,455,277,34
point,653,471,4
point,418,978,41
point,815,10,33
point,777,255,0
point,759,597,2
point,843,59,33
point,902,348,9
point,872,101,33
point,282,788,3
point,356,681,16
point,230,532,11
point,752,421,39
point,443,113,49
point,958,468,26
point,763,599,2
point,981,469,26
point,335,705,16
point,280,595,46
point,677,828,36
point,348,645,16
point,994,241,22
point,582,456,44
point,143,677,43
point,500,659,31
point,760,27,6
point,21,122,47
point,906,383,9
point,385,284,14
point,281,354,14
point,478,726,27
point,175,560,46
point,590,288,42
point,124,309,5
point,420,744,27
point,559,968,15
point,787,768,19
point,532,863,15
point,318,270,14
point,989,834,35
point,956,524,26
point,455,292,30
point,778,945,10
point,988,282,9
point,924,741,35
point,224,863,7
point,992,662,40
point,508,434,44
point,590,847,36
point,54,222,1
point,480,222,34
point,751,385,39
point,770,292,0
point,817,630,2
point,37,558,48
point,917,84,33
point,534,760,27
point,36,415,24
point,264,742,20
point,9,575,48
point,766,451,39
point,195,310,28
point,885,977,12
point,210,666,46
point,533,60,38
point,464,886,15
point,804,368,39
point,235,134,21
point,728,135,6
point,163,432,45
point,918,405,9
point,398,467,25
point,318,326,14
point,308,94,21
point,427,421,30
point,790,459,39
point,650,987,10
point,162,943,7
point,945,720,40
point,159,564,46
point,205,270,28
point,400,16,49
point,427,682,31
point,306,700,16
point,450,801,27
point,508,205,34
point,489,887,15
point,91,686,43
point,218,634,46
point,230,452,11
point,634,128,17
point,852,605,2
point,114,852,32
point,614,567,8
point,320,156,18
point,818,791,23
point,30,213,1
point,812,127,6
point,487,686,31
point,23,102,47
point,251,10,21
point,458,150,34
point,315,199,18
point,233,83,21
point,87,631,48
point,463,687,31
point,183,720,20
point,341,220,18
point,720,158,17
point,984,179,22
point,476,25,49
point,647,258,17
point,73,400,24
point,929,316,9
point,502,819,27
point,669,58,6
point,329,571,25
point,266,54,21
point,88,524,45
point,534,379,30
point,784,69,6
point,96,580,48
point,960,431,26
point,533,715,27
point,425,317,30
point,888,685,40
point,536,676,8
point,636,241,17
point,151,415,5
point,825,883,23
point,506,929,15
point,288,64,21
point,245,242,28
point,0,331,24
point,163,234,13
point,890,38,33
point,650,101,17
point,141,213,13
point,949,594,40
point,491,843,27
point,219,211,13
point,844,114,33
point,313,353,14
point,851,121,33
point,339,810,3
point,392,517,25
point,343,146,18
point,704,67,6
point,759,993,10
point,925,674,40
point,57,843,32
point,567,622,8
point,471,419,30
point,384,137,18
point,140,546,45
point,708,283,0
point,491,534,44
point,444,858,27
point,303,826,3
point,622,0,38
point,966,273,9
point,611,871,36
point,197,589,46
point,873,353,9
point,825,302,0
point,215,797,20
point,935,115,33
point,6,187,1
point,584,944,15
point,560,253,34
point,244,662,46
point,980,304,9
point,156,86,21
point,196,832,20
point,501,606,31
point,679,357,42
point,627,921,10
point,593,911,15
point,392,28,49
point,976,602,40
point,334,716,16
point,601,729,36
point,760,221,0
point,212,168,13
point,418,394,30
point,465,372,30
point,221,489,11
point,120,555,48
point,495,964,15
point,93,886,37
point,989,494,26
point,627,162,17
point,350,931,41
point,365,18,49
point,412,672,16
point,439,400,30
point,267,273,28
point,298,487,11
point,572,507,44
point,8,829,32
point,324,257,18
point,469,229,34
point,86,675,43
point,73,236,1
point,518,160,34
point,598,567,8
point,532,805,27
point,141,422,45
point,563,537,44
point,157,349,5
point,203,576,46
point,30,986,37
point,661,204,17
point,48,412,24
point,530,19,38
point,686,822,36
point,318,400,14
point,922,302,9
point,16,899,37
point,237,229,28
point,531,600,31
point,220,622,46
point,80,48,47
point,516,392,30
point,818,954,12
point,914,540,26
point,597,447,44
point,341,309,14
point,856,689,19
point,896,458,26
point,747,989,10
point,28,792,32
point,222,816,20
point,917,135,22
point,742,186,0
point,834,509,2
point,325,638,16
point,239,718,20
point,407,83,49
point,952,568,40
point,319,771,3
point,533,463,44
point,759,369,39
point,930,901,12
point,709,98,6
point,113,32,47
point,822,248,0
point,240,221,28
point,723,303,0
point,579,654,8
point,51,83,47
point,641,754,36
point,410,901,41
point,292,345,14
point,91,67,47
point,92,44,47
point,661,44,6
point,120,722,43
point,39,753,43
point,746,834,23
point,176,69,21
point,95,720,43
point,168,584,46
point,833,179,0
point,395,479,25
point,877,997,12
point,733,452,4
point,714,692,29
point,122,167,13
point,623,308,42
point,67,479,45
point,482,683,31
point,105,629,48
point,306,497,25
point,787,417,39
point,804,103,6
point,733,464,4
point,736,835,23
point,483,875,15
point,284,889,7
point,956,442,26
point,650,233,17
point,332,614,16
point,224,275,28
point,790,529,2
point,437,344,30
point,567,265,42
point,874,301,9
point,592,886,15
point,859,145,22
point,165,786,20
point,200,954,7
point,471,350,30
point,155,762,20
point,203,975,7
point,874,536,26
point,18,296,1
point,811,434,39
point,343,295,14
point,834,51,33
point,946,845,35
point,269,508,11
point,222,757,20
point,643,778,36
point,576,86,38
point,108,550,48
point,692,440,4
point,367,868,41
point,523,862,15
point,388,450,25
point,665,477,4
point,875,328,9
point,401,758,27
point,728,324,39
point,475,134,34
point,528,993,15
point,584,831,36
point,979,210,22
point,301,863,3
point,27,97,47
point,725,763,29
point,350,945,41
point,552,236,34
point,473,127,34
point,84,996,37
point,396,318,14
point,412,734,27
point,380,693,16
point,925,502,26
point,685,564,4
point,902,464,26
point,989,54,33
point,124,412,45
point,799,212,0
point,587,677,8
point,887,431,26
point,201,495,11
point,732,824,23
point,887,673,40
point,590,236,17
point,351,969,41
point,878,44,33
point,538,976,15
point,83,545,48
point,204,368,5
point,976,151,22
point,952,521,26
point,503,279,34
point,572,415,44
point,721,737,29
point,880,981,12
point,641,600,8
point,738,550,2
point,287,234,28
point,834,46,33
point,567,833,36
point,325,666,16
point,848,451,26
point,17,3,47
point,0,715,43
point,631,305,42
point,203,498,11
point,610,538,4
point,815,132,6
point,815,545,2
point,68,236,1
point,852,386,39
point,56,949,37
point,378,137,18
point,86,485,45
point,500,130,38
point,342,148,18
point,129,342,5
point,473,464,44
point,926,881,12
point,844,724,19
point,751,88,6
point,47,53,47
point,36,270,1
point,620,163,17
point,26,392,24
point,839,277,0
point,303,446,11
point,243,201,28
point,234,586,46
point,711,148,17
point,334,253,18
point,938,582,40
point,459,643,31
point,864,69,33
point,153,756,20
point,127,239,13
point,644,130,17
point,541,884,15
point,739,813,23
point,996,206,22
point,146,591,46
point,797,215,0
point,378,464,25
point,523,8,38
point,556,315,42
point,880,93,33
point,463,321,30
point,551,580,8
point,140,564,46
point,724,31,6
point,28,764,32
point,672,82,6
point,886,963,12
point,735,11,6
point,267,20,21
point,593,409,42
point,347,497,25
point,954,55,33
point,337,616,16
point,337,168,18
point,107,145,13
point,620,704,8
point,404,533,25
point,596,635,8
point,337,299,14
point,232,448,11
point,963,874,35
point,407,704,16
point,490,146,34
point,325,943,41
point,213,46,21
point,969,788,35
point,358,881,41
point,472,290,34
point,361,945,41
point,446,394,30
point,67,136,47
point,946,314,9
point,623,527,4
point,187,578,46
point,791,114,6
point,129,217,13
point,426,18,49
point,2,217,1
point,688,951,10
point,333,474,25
point,663,754,36
point,347,955,41
point,226,979,7
point,365,784,3
point,558,141,38
point,928,508,26
point,507,130,38
point,779,895,23
point,130,596,48
point,372,923,41
point,633,307,42
point,81,367,24
point,292,67,21
point,919,211,22
point,164,889,7
point,863,103,33
point,698,171,17
point,929,719,40
point,300,158,18
point,374,302,14
point,18,612,48
point,194,377,5
point,736,973,10
point,101,444,45
point,508,959,15
point,664,714,29
point,756,946,10
point,43,903,37
point,956,981,12
point,797,399,39
point,56,997,37
point,99,475,45
point,230,348,28
point,605,609,8
point,127,752,43
point,718,270,0
point,365,990,41
point,258,238,28
point,605,266,42
point,85,621,48
point,993,651,40
point,698,19,6
point,678,59,6
point,357,611,16
point,247,497,11
point,345,995,41
point,352,343,14
point,433,361,30
point,346,297,14
point,545,685,8
point,329,645,16
point,811,82,6
point,750,450,39
point,390,972,41
point,578,792,36
point,657,307,42
point,605,819,36
point,954,487,26
point,878,123,33
point,885,32,33
point,635,768,36
point,288,920,7
point,506,481,44
point,86,889,37
point,593,879,15
point,875,399,9
point,672,652,29
point,238,896,7
point,623,891,36
point,660,476,4
point,256,800,20
point,537,196,34
point,667,345,42
point,32,872,32
point,736,546,2
point,810,626,2
point,56,617,48
point,12,636,48
point,670,392,42
point,938,731,35
point,5,363,24
point,723,773,29
point,810,997,12
point,318,819,3
point,367,698,16
point,425,896,41
point,376,787,3
point,84,18,47
point,983,943,12
point,475,698,27
point,362,889,41
point,620,647,8
point,985,178,22
point,888,605,40
point,855,306,9
point,811,692,19
